Id,Support,Start,End,Strand,Length,REMNANT_&_PROPHAGE_location,PROPHAGE_ANNOTATION_NEW,SAMYPH_annotation,PSEUDOGENE,SMBGC,Protein_product,Protein_ID,GO_ID,Product_name,Product_Uniprot,MP24,MP30,MP36,MP48,MP72,Ycongo24,Y24,Y48,MM,SAF,NAG,ONA,HT,REGULATED_HT_vs_MM,MP24_RPKLOG2,MP30_RPKLOG2,MP36_RPKLOG2,MP48_RPKLOG2,MP72_RPKLOG2,MM_RPKLOG2,NAG_RPKLOG2,ONA_RPKLOG2,HT_RPKLOG2,SAF_RPKLOG2,Y24_RPKLOG2,Ycongo24_RPKLOG2,Y48_RPKLOG2,CAT_MP24,CAT_MP30,CAT_MP36,CAT_MP48,CAT_MP72,CAT_MM,CAT_NAG,CAT_ONA,CAT_HT,CAT_SAF,CAT_Y24,CAT_Ycongo24,CAT_Y48,FoldChange_HTvsMM,log2FoldChange_HTvsMM,stat_HTvsMM,pvalue_HTvsMM,padj_HTvsMM,FoldChange_NAGvsMM,log2FoldChange_NAGvsMM,stat_NAGvsMM,pvalue_NAGvsMM,padj_NAGvsMM,FoldChange_ONAvsMM,log2FoldChange_ONAvsMM,stat_ONAvsMM,pvalue_ONAvsMM,padj_ONAvsMM,FoldChange_HTvsMP24,log2FoldChange_HTvsMP24,stat_HTvsMP24,pvalue_HTvsMP24,padj_HTvsMP24
SAM23877_RS04185,NZ_CP012382.1,924646,925758,-,1113,NA,NA,NA,NA,NA,WP_053127062.1,WP_053127062.1,A3KJF5,ABC transporter substrate-binding protein,Putative amino acid binding protein,39,62,66,29,24,22,25,65,63,24,120,27,58,False,5.2,5.8,5.9,4.8,4.5,5.8,6.8,4.7,5.7,4.5,4.5,4.4,5.9,1,1,1,0,0,1,1,0,0,0,0,0,1,0.956,-0.066,-0.229,0.818833355898988,0.905037522220472,1.416,0.502,1.468,0.142092718549281,0.314413166383394,0.589,-0.764,-2.05799999999999,0.0396,0.109629488397378,1.434,0.52,1.078,0.280829761282847,0.333788058277123
SAM23877_RS04190,NZ_CP012382.1,926056,927381,+,1326,NA,NA,NA,NA,NA,WP_053127064.1,WP_053127064.1,A0A0K2ALM5,streptophobe family protein,Putative membrane protein,29,48,52,25,22,49,63,81,15,9,12,18,34,False,4.5,5.2,5.3,4.3,4.1,3.6,3.3,3.8,4.7,2.9,5.6,5.2,6,0,1,1,0,0,0,0,0,0,0,1,1,1,1.598,0.676,1.973,0.0485,0.127137304574087,0.917,-0.125,-0.391,0.695831598091978,0.837407207782615,1.087,0.121,0.401,0.688623868987858,0.821199989667715,1.163,0.217,0.497,0.619319367217355,0.669983211713084
SAM23877_RS04195,NZ_CP012382.1,927405,927815,-,411,NA,NA,NA,NA,NA,WP_053127066.1,WP_053127066.1,A3KJF7,hypothetical protein,Uncharacterized protein,59,16,6,35,230,3,3,435,74,87,35,70,92,False,7.2,5.4,4.1,6.5,9.1,7.5,6.5,7.4,7.8,7.7,3.3,3.3,10.1,1,1,0,1,2,2,1,1,1,2,0,0,3,1.098,0.135,0.46,0.645594864855085,0.787981702216608,0.678,-0.561,-1.56,0.118756789958539,0.27627283707717,0.966,-0.049,-0.164,0.870100223776558,0.938998690306952,1.519,0.603,1.18,0.23788279191152,0.288317177323946
SAM23877_RS04200,NZ_CP012382.1,928194,928574,+,381,NA,NA,NA,NA,NA,WP_053127068.1,WP_053127068.1,A3KJF8,nuclear transport factor 2 family protein,Putative isomerase,9,16,106,81,18,2,4,40,4,10,12,9,13,False,4.7,5.5,8.1,7.7,5.6,3.7,5.1,4.7,5.2,4.9,3.7,3,6.7,0,1,2,2,1,0,0,0,0,0,0,0,1,1.664,0.735,1.736,0.0826,0.189348480629069,1.485,0.571,1.477,0.13968739911411,0.310755776039345,1.359,0.442,1.17,0.241860580690806,0.414156479593611,1.475,0.561,0.885,0.375974767520237,0.432859838728971
SAM23877_RS04205,NZ_CP012382.1,928664,928942,+,279,NA,NA,NA,NA,NA,WP_079030633.1,WP_079030633.1,A0A0K2ALW8,DUF1905 domain-containing protein,Uncharacterized protein,4,13,44,45,48,4,7,25,50,24,62,45,32,False,4.2,5.6,7.3,7.4,7.5,7.5,7.8,7.4,6.9,6.5,4.8,4.2,6.5,0,1,1,1,1,2,2,1,1,1,1,0,1,0.789,-0.343,-1.203,0.229084567142333,0.403730461513811,1.142,0.192,0.646,0.518088359155506,0.705762198220957,0.948,-0.078,-0.287999999999999,0.773187282214151,0.876222943930247,6.727,2.75,5.88699999999999,0.00000000394,0.0000000131
SAM23877_RS04210,NZ_CP012382.1,928948,929907,-,960,NA,NA,NA,NA,NA,WP_244903055.1,WP_053127072.1,A3KJG0,L-glyceraldehyde 3-phosphate reductase,Aldo-keto reductase (Putative ion channel subunit),3366,397,238,2005,764,221,160,240,532,948,672,538,667,False,11.8,8.7,8,11,9.6,9.1,9.5,9.1,9.4,9.9,7.4,7.9,8,3,2,2,3,2,2,2,2,2,3,1,2,2,1.126,0.171,0.602999999999999,0.54639379103926,0.712589973480427,1.13,0.177,0.568999999999999,0.569139571952439,0.747491455824346,1.005,0.007,0.023,0.981542668065086,0.997722739098712,0.216,-2.21,-4.876,0.00000108,0.0000028
SAM23877_RS04215,NZ_CP012382.1,930069,930953,+,885,NA,NA,NA,NA,NA,WP_053127074.1,WP_053127074.1,A3KJG1,LysR substrate-binding domain-containing protein,Putative transcriptional regulator,178,270,213,241,219,349,435,538,127,63,92,90,77,False,7.7,8.3,7.9,8.1,8,7.2,6.7,6.7,6.5,6.2,8.9,8.6,9.3,2,2,2,2,2,1,1,1,1,1,2,2,2,0.736,-0.443,-1.52499999999999,0.127153716716115,0.262019153910077,0.822,-0.283,-0.933,0.350832962331084,0.561860909791638,0.809,-0.306,-1.072,0.283787708318861,0.461354102274755,0.451,-1.15,-2.867,0.00414,0.00695
SAM23877_RS04220,NZ_CP012382.1,930979,931494,+,516,NA,NA,NA,NA,NA,WP_053127076.1,WP_053127076.1,A3KJG2,DinB family protein,Uncharacterized protein,142,149,452,969,385,108,114,900,269,222,188,229,285,False,8.1,8.2,9.8,10.9,9.5,9,8.5,8.8,9.1,8.8,7.8,7.7,10.8,2,2,3,3,2,2,2,2,2,2,2,2,3,1.042,0.059,0.321,0.74788178408545,0.862804237641221,0.742,-0.431,-2.028,0.0425,0.135365362688464,0.887,-0.173,-1.00499999999999,0.314732196406998,0.495682013334913,1.987,0.991,4.948,0.00000075,0.00000197
SAM23877_RS04225,NZ_CP012382.1,931476,932555,-,1080,NA,NA,NA,NA,NA,WP_053127078.1,WP_053127078.1,A3KJG3,adenosine deaminase,Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase),195,905,48,50,187,148,91,18,22,124,80,285,216,True_Induced in HT (vs MM),7.5,9.7,5.5,5.6,7.4,4.4,6.2,8,7.7,6.9,6.4,7.1,4.1,2,3,1,1,1,0,1,2,1,1,1,1,0,7.475,2.902,3.988,0.0000665,0.000519,1.879,0.91,2.095,0.0361,0.120533833830529,9.7,3.278,4.468,0.00000791,0.0000936,1.095,0.131,0.208999999999999,0.834781548744413,0.864117785684842
SAM23877_RS04230,NZ_CP012382.1,932600,932995,-,396,NA,NA,NA,NA,NA,WP_053127080.1,WP_053127080.1,A3KJG4,VOC family protein,Putative glyoxalase/bleomycin resistance family protein,138,290,42,153,252,142,88,20,26,138,86,223,157,True_Induced in HT (vs MM),8.5,9.5,6.8,8.6,9.3,6.1,7.8,9.1,8.6,8.5,7.8,8.5,5.7,2,2,1,2,2,1,2,2,2,2,2,2,1,4.847,2.277,4.15599999999999,0.0000324,0.000272,2.07,1.049,2.516,0.0119,0.0522,6.897,2.786,4.99099999999999,0.000000602,0.00000949,1.127,0.172,0.361999999999999,0.717024090724238,0.759110287353704
SAM23877_RS04235,NZ_CP012382.1,933131,933589,+,459,NA,NA,NA,NA,NA,WP_053127082.1,WP_053127082.1,A3KJG5,pyridoxamine 5\\'-phosphate oxidase family protein,Putative_PNPOx domain-containing protein,71,69,72,45,60,30,38,30,38,32,44,39,47,False,7.3,7.3,7.3,6.6,7.1,6.4,6.6,6.4,6.7,6.2,6.4,6.1,6.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.122,0.166,0.592999999999999,0.553143706737011,0.717201770982227,1.094,0.129,0.425999999999999,0.670307966571452,0.820472844019903,1.02,0.028,0.101,0.919439000037924,0.963768387900276,0.668,-0.581,-1.40799999999999,0.159044550715029,0.200659834710412
SAM23877_RS04240,NZ_CP012382.1,934059,934901,+,843,NA,NA,NA,NA,NA,WP_053127084.1,WP_053127084.1,A3KJG6,MBL fold metallo-hydrolase,Lactamase_B domain-containing protein,11,10,20,14,48,4,4,86,5,20,13,22,17,False,3.8,3.7,4.6,4.2,5.9,2.8,4.1,4.8,4.4,4.6,2.6,2.6,6.7,0,0,0,0,1,0,0,0,0,0,0,0,1,1.942,0.957,2.173,0.0298,0.0878,1.526,0.61,1.593,0.111235081097075,0.263100873677362,2.547,1.349,2.657,0.00789,0.0315,1.459,0.545,1.042,0.297308135467268,0.350975424949644
SAM23877_RS04245,NZ_CP012382.1,934914,936005,-,1092,NA,NA,NA,NA,NA,WP_053127086.1,WP_053127086.1,A3KJG7,sulfite oxidase,Putative oxidoreductase,16,14,23,32,84,22,18,183,12,14,6,9,17,False,4,3.8,4.5,4.9,6.3,3.6,2.7,3.2,4,3.8,4.1,4.4,7.4,0,0,0,0,1,0,0,0,0,0,0,0,1,1.12,0.164,0.573999999999999,0.566245065710595,0.726452442047049,0.718,-0.478,-1.37799999999999,0.168177620835947,0.35121209871778,0.821,-0.284,-0.91,0.36256624538273,0.544408308842927,1.001,0.002,0.004,0.996732581849535,0.999606193082215
SAM23877_RS04250,NZ_CP012382.1,936346,938058,+,1713,NA,NA,NA,NA,NA,WP_079030014.1,WP_079030014.1,A3KJG8,cytochrome c oxidase subunit I,Cytochrome c oxidase subunit 1 (EC 7.1.1.9),9,4,8,19,78,9,11,55,20,66,20,143,811,True_Induced in HT (vs MM),2.5,1.5,2.4,3.5,5.5,3.6,3.6,6.4,8.9,5.3,2.8,2.5,5,0,0,0,0,1,0,0,1,2,0,0,0,0,36.552,5.192,9.33399999999999,1.02E-020,7.48E-019,1.006,0.008,0.025,0.979859198214345,0.990186117239255,6.197,2.632,4.94099999999999,0.000000777,0.0000119,81.724,6.353,13.1839999999999,1.09E-039,2.49E-038
SAM23877_RS04255,NZ_CP012382.1,938055,938429,+,375,NA,NA,NA,NA,NA,WP_174532192.1,WP_174532192.1,A3KJG9,hypothetical protein,Putative membrane protein,1,0,0,1,2,2,1,6,0,1,0,3,5,False,2.4,1.4,1.4,2.4,3,1.4,1.4,3.4,4,2.4,2.4,3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.622,1.391,2.088,0.0368,0.103002633332019,1,0,0,1,NA,1.745,0.803,1.612,0.107010294444476,0.229746904598945,3.17,1.664,1.699,0.0894,0.118662490201848
SAM23877_RS04260,NZ_CP012382.1,938532,939423,-,892,NA,NA,NA,PSEUDOGENE,NA,NA,NA,NA,NA,NA,29,40,28,99,128,15,14,12,618,116,240,81,158,True_Repressed in HT (vs MM),5.1,5.5,5,6.8,7.2,9.4,8.1,6.5,7.5,7,4.1,4.2,3.9,1,1,0,1,1,2,2,1,1,1,0,0,0,0.288,-1.798,-4.69,0.00000273,0.0000293,0.487,-1.037,-3.00599999999999,0.00264,0.0166,0.143,-2.81,-6.894,0.00000000000542,0.000000000185,5.268,2.397,6.41099999999999,0.000000000145,0.000000000555
SAM23877_RS04265,NZ_CP012382.1,939642,940964,-,1323,NA,NA,NA,NA,NA,WP_053127091.1,WP_053127091.1,A3KJH1,aldehyde dehydrogenase family protein,Aldehyde dehydrogenase,13,10,14,29,645,20,12,61,292,154,602,93,225,False,3.4,3.1,3.5,4.5,8.9,7.8,8.8,6.2,7.4,6.9,3.3,4,5.6,0,0,0,0,2,2,2,1,1,1,0,0,1,0.866,-0.207,-0.73,0.465639054700527,0.646490616945504,1.539,0.622,1.812,0.07,0.191162979226246,0.418,-1.257,-3.101,0.00193,0.0101,15.724,3.975,8.367,5.9E-017,3.79E-016
SAM23877_RS04270,NZ_CP012382.1,941157,942215,+,1059,NA,NA,NA,NA,NA,WP_053127092.1,WP_053127092.1,A3KJH2,acyl-CoA/acyl-ACP dehydrogenase,Putative acyl-CoA dehydrogenase,22,24,30,61,27,18,23,53,20,10,15,13,13,False,4.4,4.6,4.9,5.9,4.7,4.3,3.9,3.7,3.7,3.4,4.5,4.2,5.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0.792,-0.337,-1.098,0.272367377383614,0.454567898512063,0.833,-0.263,-0.811,0.417351902081949,0.625181929702873,0.783,-0.352,-1.097,0.27267022055565,0.448609054053259,0.612,-0.708,-1.439,0.150216742768455,0.190741057869557
SAM23877_RS04275,NZ_CP012382.1,942212,943354,-,1143,NA,NA,NA,NA,NA,WP_053127094.1,WP_053127094.1,A3KJH3,LLM class flavin-dependent oxidoreductase,"Alkanesulfonate monooxygenase, FMNH(2)-dependent (EC 1.14.14.5) (Putative alkanesulfonate monooxygenase)",40,61,378,121,85,66,71,88,102,79,1445,46,60,False,5.2,5.8,8.4,6.7,6.2,6.5,10.3,5.4,5.7,6.1,6,5.9,6.3,1,1,2,1,1,1,3,0,0,1,1,1,1,0.788,-0.344,-1.068,0.285433466891391,0.468139082990933,8.773,3.133,4.827,0.00000138,0.0000303,0.674,-0.568,-1.53699999999999,0.124305178038353,0.257141276886589,1.423,0.509,0.864999999999999,0.386804482616287,0.442815662985734
SAM23877_RS04280,NZ_CP012382.1,943532,944095,-,564,NA,NA,NA,NA,NA,WP_053127095.1,WP_053127095.1,A3KJH4,NADPH-dependent FMN reductase,FMN reductase (NADPH) (EC 1.5.1.38) (Putative NAD(P)H-dependent FMN reductase),4,4,138,30,17,6,7,17,18,46,366,18,19,False,3.1,3.1,7.9,5.8,5,5.1,9.3,5.1,5.1,6.4,3.8,3.6,5,0,0,2,1,0,0,2,0,0,1,0,0,0,1.021,0.029,0.092,0.926528443786461,0.966208462792304,8.914,3.156,4.088,0.0000436,0.000603,1.002,0.003,0.008,0.994006529129277,1,3.929,1.974,2.564,0.0103,0.0162
SAM23877_RS40160,NZ_CP012382.1,944630,944797,-,168,NA,NA,NA,NA,NA,WP_167355224.1,WP_167355224.1,NA,hypothetical protein,NA,110,322,576,145,3507,263,305,370,908,4224,1130,3686,1500,False,9.4,10.9,11.7,9.8,14.3,12.4,12.7,14.4,13.1,14.6,10.8,10.6,11.1,2,3,3,3,3,3,3,3,3,3,3,3,3,1.176,0.234,0.701999999999999,0.482553868362399,0.661361352417883,1.068,0.094,0.28,0.77929699915246,0.887175375522311,1.913,0.936,1.962,0.0497,0.130375444699134,9.542,3.254,4.088,0.0000435,0.000094
SAM23877_RS04290,NZ_CP012382.1,945004,945450,+,447,NA,NA,NA,NA,NA,WP_053127100.1,WP_053127100.1,A3KJH6,SPW repeat protein,Putative membrane protein,25,17,62,302,3637,25,19,1251,248,655,168,946,1753,True_Induced in HT (vs MM),5.9,5.3,7.1,9.4,13,9.1,8.6,11,11.9,10.5,5.5,5.9,11.5,1,1,1,2,3,2,2,3,3,3,1,1,3,6.381,2.674,5.589,0.0000000228,0.000000361,0.801,-0.321,-1.024,0.305933827187292,0.516585233449249,3.063,1.615,3.821,0.000133,0.00108,65.754,6.039,13.352,1.16E-040,2.78E-039
SAM23877_RS04295,NZ_CP012382.1,945591,945860,+,270,NA,NA,NA,NA,NA,WP_053127102.1,WP_053127102.1,A3KJH7,hypothetical protein,Putative membrane protein,43,124,424,98,386,76,88,485,27,343,48,178,118,False,7.3,8.9,10.6,8.5,10.5,6.7,7.5,9.4,8.8,10.3,8.4,8.2,10.8,2,2,3,2,3,1,1,2,2,3,2,2,3,2.331,1.221,2.39299999999999,0.0167,0.0558,1.23,0.299,0.855999999999999,0.3919034216276,0.603013986605827,3.768,1.914,3.08599999999999,0.00203,0.0105,2.362,1.24,1.877,0.0606,0.0831
SAM23877_RS04300,NZ_CP012382.1,945987,946481,+,495,NA,NA,NA,NA,NA,WP_053127104.1,WP_053127104.1,A3KJH8,nucleoside deaminase,Putative cytidine and deoxycytidylate deaminase,114,230,338,155,115,178,196,401,16,168,36,78,56,False,7.9,8.9,9.4,8.3,7.9,5.1,6.2,7.3,6.8,8.4,8.6,8.5,9.7,2,2,2,2,2,0,1,1,1,2,2,2,3,1.937,0.954,2.119,0.0341,0.0972,1.396,0.481,1.30299999999999,0.192701143830903,0.386117217704558,2.797,1.484,2.722,0.00648,0.027,0.527,-0.925,-1.473,0.140642627314638,0.179740096664351
SAM23877_RS04305,NZ_CP012382.1,946608,947315,-,708,NA,NA,NA,NA,NA,WP_053127105.1,WP_053127105.1,A3KJH9,chaplin,Putative secreted protein,6,24,145,423,40,7,8,62,50,205,27,472,751,True_Induced in HT (vs MM),3.3,5.1,7.7,9.2,5.9,6.2,5.3,9.4,10.1,8.2,3.7,3.5,6.5,0,1,2,2,1,1,0,2,3,2,0,0,1,12.808,3.679,6.219,0.0000000005,0.0000000106,0.745,-0.425,-1.229,0.219134640071624,0.41831003478599,7.83,2.969,5.14799999999999,0.000000263,0.0000045,122.813,6.94,12.0009999999999,3.5E-033,6.04E-032
SAM23877_RS04310,NZ_CP012382.1,947574,949193,+,1620,NA,NA,NA,NA,NA,WP_053127107.1,WP_053127107.1,A3KJI0,alpha/beta hydrolase,Putative protease (Putative secreted protein) (Putative protease (Secreted protein)),37,47,45,50,103,42,53,408,18,21,22,36,170,True_Induced in HT (vs MM),4.6,4.9,4.8,5,6,3.6,3.8,4.5,6.7,3.8,5.1,4.7,8,0,0,0,0,1,0,0,0,1,0,1,1,2,8.649,3.112,6.43599999999999,0.000000000122,0.00000000283,1.105,0.144,0.466,0.641535953297156,0.803464846253895,1.556,0.637,1.89799999999999,0.0577,0.146007277498054,4.322,2.112,5.702,0.0000000118,0.0000000377
SAM23877_RS04315,NZ_CP012382.1,949295,950389,+,1095,NA,NA,NA,NA,NA,WP_053127109.1,WP_053127109.1,A3KJI1,hypothetical protein,Uncharacterized protein,36,58,168,466,2164,53,48,2964,272,381,466,422,1793,True_Induced in HT (vs MM),5.1,5.8,7.3,8.7,10.9,8,8.7,8.6,10.7,8.4,5.5,5.6,11.4,1,1,1,2,3,2,2,2,3,2,1,1,3,6.033,2.593,5.68599999999999,0.000000013,0.000000214,1.385,0.47,1.478,0.139317881156157,0.310228621502498,1.312,0.391,1.322,0.186130464220303,0.343441030848529,46.585,5.542,13.003,1.17E-038,2.55E-037
SAM23877_RS04320,NZ_CP012382.1,950504,951523,+,1020,NA,NA,NA,NA,NA,WP_053127111.1,WP_053127111.1,A3KJI2,Gfo/Idh/MocA family oxidoreductase,Inositol 2-dehydrogenase (EC 1.1.1.18) (Myo-inositol 2-dehydrogenase) (MI 2-dehydrogenase),123,187,174,210,172,148,170,640,78,60,106,85,93,False,6.9,7.5,7.4,7.7,7.4,6.3,6.7,6.4,6.5,5.9,7.4,7.2,9.3,1,1,1,1,1,1,1,1,1,1,1,1,2,1.128,0.174,0.803,0.421809931780456,0.606402781417666,1.259,0.333,1.39799999999999,0.16210467723606,0.341372807100893,1.046,0.064,0.33,0.741294985080872,0.855745870103631,0.762,-0.393,-1.669,0.0952,0.125611009404975
SAM23877_RS04325,NZ_CP012382.1,951796,953130,+,1335,NA,NA,NA,NA,NA,WP_053127113.1,WP_053127113.1,A0A0K2AMF7,SpoIIE family protein phosphatase,PAC domain-containing protein,229,840,1504,1300,360,152,171,795,1268,573,198,576,946,False,7.4,9.3,10.1,9.9,8.1,9.9,7.2,8.8,9.5,8.7,7,6.8,9.2,2,2,3,3,2,3,1,2,2,2,1,1,2,0.836,-0.259,-0.960999999999999,0.336576709338217,0.523655091180693,0.192,-2.383,-5.50199999999999,0.0000000376,0.00000133,0.557,-0.845,-2.58,0.00988,0.0376,3.913,1.968,5.189,0.000000211,0.000000592
SAM23877_RS04330,NZ_CP012382.1,953165,954673,-,1509,NA,NA,NA,NA,NA,WP_053127115.1,WP_053127115.1,A3KJI4,hypothetical protein,Putative regulatory protein,56,191,381,502,624,129,157,638,794,1985,191,321,1587,True_Induced in HT (vs MM),5.2,7,8,8.4,8.7,9,7,7.7,10,10.4,6.7,6.4,8.7,1,1,2,2,2,2,1,2,3,3,1,1,2,1.663,0.734,2.56199999999999,0.0104,0.0383,0.285,-1.812,-4.75399999999999,0.00000199,0.0000416,0.477,-1.068,-3.331,0.000866,0.00524,26.956,4.753,13.629,2.68E-042,6.85E-041
SAM23877_RS04335,NZ_CP012382.1,954961,956097,+,1137,NA,NA,NA,NA,NA,WP_053127117.1,WP_053127117.1,A3KJI5,aminoglycoside phosphotransferase family protein,Putative phosphotransferase,10,21,125,143,148,12,19,195,524,2663,69,241,2619,True_Induced in HT (vs MM),3.3,4.3,6.8,7,7,8.9,5.9,7.7,11.2,11.2,4.1,3.5,7.4,0,0,1,1,1,2,1,2,3,3,0,0,1,4.116,2.041,4.00399999999999,0.0000624,0.000491,0.191,-2.392,-4.5,0.00000681,0.00012,0.622,-0.684,-1.925,0.0542,0.138920443433635,247.625,7.952,14.771,2.24E-049,8.36E-048
SAM23877_RS04340,NZ_CP012382.1,956363,958300,+,1938,NA,NA,NA,NA,NA,WP_053127119.1,WP_079030015.1,A3KJI6,N-acetylmuramoyl-L-alanine amidase,Putative amidase,190,99,76,254,116,140,150,151,222,227,153,239,390,False,6.6,5.7,5.3,7,5.9,6.8,6.3,7,7.7,6.9,6.3,6.2,6.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.495,0.58,2.13,0.0331,0.0951,0.78,-0.359,-1.268,0.204930035101796,0.402101307270581,1.049,0.07,0.291999999999999,0.770474521421381,0.875729948495907,1.999,0.999,3.069,0.00215,0.00374
SAM23877_RS04345,NZ_CP012382.1,958309,958806,-,498,NA,NA,NA,NA,NA,WP_053127120.1,WP_053127120.1,A3KJI7,MULTISPECIES: hypothetical protein,Uncharacterized protein,976,1021,1222,1208,984,1428,1530,1411,363,408,480,464,369,False,10.9,11,11.3,11.2,10.9,9.5,9.9,9.9,9.5,9.7,11.6,11.5,11.5,3,3,3,3,3,2,3,3,2,2,3,3,3,1.014,0.02,0.097,0.922920897070571,0.964235862857626,1.241,0.311,1.318,0.187355441177035,0.378538864029916,1.199,0.262,1.26299999999999,0.206547631962369,0.370265141468738,0.386,-1.375,-5.69299999999999,0.0000000125,0.0000000397
SAM23877_RS04350,NZ_CP012382.1,958901,959806,-,906,NA,NA,NA,NA,NA,WP_053127123.1,WP_053127123.1,A3KJI8,universal stress protein,Putative stress protein,134,321,520,457,60,148,181,497,54,68,39,50,34,False,7.2,8.5,9.2,9,6.1,5.9,5.5,5.8,5.3,6.3,7.7,7.4,9.1,1,2,2,2,1,1,1,1,0,1,2,1,2,0.749,-0.418,-1.49,0.13611797929679,0.274831906789124,0.818,-0.289,-0.985999999999999,0.3241714746106,0.534200292003977,0.96,-0.059,-0.232,0.816509694430992,0.902770291784229,0.269,-1.894,-5.16899999999999,0.000000235,0.000000655
SAM23877_RS04355,NZ_CP012382.1,959965,960207,-,243,NA,NA,NA,NA,NA,WP_007446660.1,WP_007446660.1,A3KJI9,MULTISPECIES: DUF397 domain-containing protein,DUF397 domain-containing protein,222,498,1020,974,1002,269,248,797,598,639,346,799,712,False,9.8,11,12,12,12,11.3,10.5,11.7,11.5,11.4,10,10.1,11.7,3,3,3,3,3,3,3,3,3,3,3,3,3,1.136,0.184,0.806,0.419973753635582,0.604871504398251,0.656,-0.609,-2.27899999999999,0.0227,0.0858,1.236,0.306,1.335,0.181946050410829,0.3381113961463,3.139,1.65,5.988,0.00000000212,0.00000000734
SAM23877_RS04360,NZ_CP012382.1,960281,961786,-,1506,NA,NA,NA,NA,NA,WP_107408646.1,WP_107408646.1,A3KJJ0,acyl-CoA synthetase,Putative long-chain-fatty-acid-CoA ligase,85,137,222,324,290,67,67,469,200,208,154,233,302,False,5.8,6.5,7.2,7.8,7.6,7.1,6.7,7.3,7.7,7.1,5.5,5.5,8.3,1,1,1,2,2,1,1,1,1,1,1,1,2,1.393,0.478,2.15,0.0316,0.0914,0.818,-0.29,-1.221,0.221933176496143,0.421360960567717,1.113,0.155,0.791,0.428921602945475,0.612929062045755,3.53,1.82,7.54,0.0000000000000469,0.000000000000242
SAM23877_RS04365,NZ_CP012382.1,961928,964345,+,2418,NA,NA,NA,NA,NA,WP_053127125.1,WP_053127125.1,A3KJJ1,penicillin acylase family protein,Aculeacin-A acylase (EC 3.5.1.-) (Putative cyclic lipopeptide acylase),44,67,50,44,10,28,29,14,80,7,36,34,90,False,4.2,4.8,4.4,4.2,2.2,5.1,3.9,3.9,5.2,1.7,3.6,3.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.07,0.24,0.810676209405066,0.899178516505315,0.659,-0.602,-1.649,0.0991,0.243203909509316,0.601,-0.735,-1.949,0.0512,0.133774949452115,1.932,0.95,1.845,0.065,0.0888
SAM23877_RS04370,NZ_CP012382.1,964509,966284,+,1776,NA,NA,NA,NA,NA,WP_053127128.1,WP_053127128.1,A3KJJ2,serine hydrolase,Putative beta-lactamase,24,85,110,241,86,53,51,142,48,68,22,66,170,True_Induced in HT (vs MM),3.8,5.6,6,7.1,5.6,4.8,3.7,5.2,6.6,5.3,4.9,4.9,6.3,0,1,1,1,1,0,0,0,1,0,1,1,1,2.999,1.584,4.102,0.000041,0.000337,0.579,-0.788,-2.248,0.0246,0.0914,1.206,0.27,0.977999999999999,0.328200769797877,0.509769056063003,6.645,2.732,7.4,0.000000000000137,0.00000000000068
SAM23877_RS04375,NZ_CP012382.1,966315,966506,-,192,NA,NA,NA,NA,NA,WP_053127130.1,WP_053127130.1,A3KJJ3,DUF2795 domain-containing protein,Uncharacterized protein,12,16,15,17,202,8,8,156,68,52,68,58,225,True_Induced in HT (vs MM),6.1,6.5,6.4,6.6,10,8.5,8.5,8.3,10.2,8.1,5.6,5.6,9.7,1,1,1,1,3,2,2,2,3,2,1,1,3,2.138,1.097,2.543,0.011,0.04,0.994,-0.009,-0.028,0.977643906976598,0.989054448253991,0.923,-0.115,-0.37,0.711086944344183,0.83687612831227,15.758,3.978,6.942,0.00000000000386,0.0000000000171
SAM23877_RS04380,NZ_CP012382.1,966615,968213,-,1599,NA,NA,NA,NA,NA,WP_079030016.1,WP_079030016.1,A0A0K2AM17,NAD(P)/FAD-dependent oxidoreductase,Amino_oxidase domain-containing protein,24,24,28,54,43,18,16,31,49,46,55,69,94,True_Induced in HT (vs MM),4,4,4.2,5.1,4.8,5,5.1,5.5,5.9,4.9,3.4,3.6,4.3,0,0,0,0,0,0,0,1,1,0,0,0,0,1.627,0.702,2.669,0.00761,0.0301,1.081,0.113,0.43,0.66699815565934,0.818474277520995,1.262,0.335,1.366,0.171909041825977,0.325673119953001,3.765,1.913,6.72,0.0000000000181,0.0000000000756
SAM23877_RS04385,NZ_CP012382.1,968561,970777,-,2217,NA,NA,NA,NA,NA,WP_053127134.1,WP_053127134.1,A3KJJ5,serine/threonine protein kinase,Putative serine/threonine-protein kinase,24,53,72,71,58,26,40,161,72,94,29,37,89,False,3.5,4.6,5,5,4.7,5,3.8,4.1,5.3,5.4,4.2,3.6,6.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.12,0.163,0.582999999999999,0.560184742048278,0.722045888743199,0.568,-0.815,-2.206,0.0274,0.0989,0.666,-0.587,-1.77,0.0767,0.179719499208088,3.494,1.805,4.11,0.0000395,0.0000858
